Mes;Categoria;Voltaje;Grupo_consumo;Tipo_consumo;Tarifa;Clientes_BOL;MWh_BOL;FACT_BOL;Clientes_EOR;MWh_EOR;FACT_EOR;Clientes_ESM;MWh_ESM;FACT_ESM;Clientes_GYE;MWh_GYE;FACT_GYE;Clientes_GLR;MWh_GLR;FACT_GLR;Clientes_LRS;MWh_LRS;FACT_LRS;Clientes_MAN;MWh_MAN;FACT_MAN;Clientes_MLG;MWh_MLG;FACT_MLG;Clientes_STE;MWh_STE;FACT_STE;Clientes_STD;MWh_STD;FACT_STD;Clientes_SUC;MWh_SUC;FACT_SUC
Abr;General;Baja;Otros;Público;BTCGSD06 (BT / Abonados Especiales con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGSD10 (BT / Abonados Especiales con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;Alumbrado Público;Baja;Alumbrado Público;Público;BTAPCD01 (BT / Alumbrado Público);1;1.658,20;121.428,54;1;8.040,66;1.096.779,81;1;4.283,41;354.005,46;1;15.384,60;2.033.689,38;1;8.559,32;2.096.923,15;1;5.406,80;321.433,76;1;12.006,83;990.363,82;1;4.064,73;578.766,00;1;11.409,63;740.636,76;1;6.980,53;808.537,26;1;3.491,04;308.011,33
Abr;General;Baja;Otros;Público;BTCGSD03 (BT / Asistencia Social);81;37,54;1.994,81;166;144,03;8.247,92;115;65,16;3.580,31;67;75,96;7.395,57;115;145,81;8.550,74;71;56,49;3.219,68;163;170,97;9.874,32;57;34,81;1.949,05;40;48,19;2.822,28;127;133,56;7.696,69;128;68,23;3.955,52
Abr;General;Baja;Otros;Público;BTCGCD03 (BT / Asistencia Social con Demanda);2;3,66;311,46;0;0,00;0,00;2;3,63;304,52;41;149,47;11.132,54;4;16,02;1.247,72;5;6,56;578,02;4;20,11;1.610,06;10;31,13;2.576,83;0;0,00;0,00;0;0,00;0,00;3;2,48;198,08
Abr;General;Baja;Otros;Público;NDCGCD01 (BT / Asistencia Social con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;51;192,48;14.253,07
Abr;General;Baja;Otros;Público;BTCGCD04 (BT / Autoconsumo con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;3,68;364,79;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Abr;General;Baja;Otros;Público;BTCGSD04 (BT / Beneficio Público);518;47,80;2.873,27;861;187,72;10.399,59;839;160,84;8.977,77;434;234,60;21.412,25;839;204,66;11.545,73;339;66,71;3.839,17;557;195,11;11.089,10;310;84,24;4.768,51;193;76,94;4.363,47;988;152,96;8.490,42;762;137,57;7.726,75
Abr;General;Baja;Otros;Público;BTCGCD05 (BT / Beneficio Público con Demanda);2;5,13;407,74;1;0,00;62,01;5;9,43;880,39;57;70,70;6.293,78;2;5,35;457,36;9;12,32;1.201,39;10;13,54;1.263,07;19;50,83;4.322,86;1;1,99;141,07;0;0,00;0,00;9;5,59;628,91
Abr;General;Baja;Otros;Público;BTCGCD20 (BT / Beneficio Público con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;36;94,76;7.440,20
